title,date_time,like,views,link,description
Refer And Earn | Referral Program By GeeksforGeeks,"Aug 8, 2022",60,2.7K views,https://www.youtube.com//watch?v=V6J24JJGhXc,"""To share is to care""
For the first time ever, we bring to you an opportunity to earn while you learn from our courses. If you have ever bought any of our courses, then you can share your personalised coupon cod …...more
...more








Chapters







View all



















Intro
Intro
0:00




Intro

0:00









Eligibility
Eligibility
0:15




Eligibility

0:15









Referral Code
Referral Code
0:30




Referral Code

0:30









Referral Bonus
Referral Bonus
0:45




Referral Bonus

0:45
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
A++ Advice To Get Your Dream Job | GeeksforGeeks ft. ‪@thegeekmonk1707‬,"Aug 6, 2022",138,4.7K views,https://www.youtube.com//watch?v=npPgivbw-9U,"They say, 'Practice makes you perfect' Why don't you practice with the most trusted resources out there and take a step towards your dream job!
 …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Dream Company Ka Sapna Ab Hoga Poora | GeeksforGeeks ft. ‪@shashank_mishra‬,"Aug 3, 2022",91,5.5K views,https://www.youtube.com//watch?v=uDP13fwrhwI,"""All your friends are toxic, ambitionless, so lazy and so negative...""
Don't Be Like Them! GfG Karlo, Ho Jayega!
 …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
"GfG Karlo, Ho Jayega! | GeeksforGeeks ft. ‪@itssiddharthsingh‬","Aug 1, 2022",113,6.1K views,https://www.youtube.com//watch?v=KfFVWqHUjPo,"Get access to ultimate skill-building workshops, exclusive courses, and placement guidance with GeeksforGeeks!
GfG Karlo, Ho Jayega! …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Refer Your Friends: Learn And Earn Together | Refer & Earn | GeeksforGeeks,"Jul 27, 2022",30,1.9K views,https://www.youtube.com//watch?v=5G9xd86FPUg,"""To share is to care""
For the first time ever, we bring to you an opportunity to earn while you learn from our courses. If you have bought any of our courses, then you can share your personalised coupon code whi …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Job-A-Thon Exclusive: Hiring Challenge For Amazon Alexa | GeeksforGeeks,"Jul 25, 2022",99,3.9K views,https://www.youtube.com//watch?v=m1uCZUvw8Wg,"An exclusive opportunity for individuals looking for SDE 2 | SDET profiles, GfG brings to you a hiring challenge to become a part of the Amazon India team! Participate in our Job-A-Thon, partnered with Amazon,  and find yourself in the hot seat for an interview opportunity for one of the m …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Presenting Coders Ka Dost | GeeksforGeeks Ft. ‪@Hustle_With_Harman‬,"Jul 21, 2022",168,7.7K views,https://www.youtube.com//watch?v=LawzObS9uww,"As the saying goes, ""You got a friend in me""
Toh ab GfG Karlo, Ho Jayega 😉
 …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
How To Crack FAANG Companies As A Tier-3 College Student? | GeeksforGeeks,"Jul 19, 2022",268,8.7K views,https://www.youtube.com//watch?v=bgCWuH4ZpM8,"In this video, Mukul Kumar will share how one can crack FAANG companies. 🔥

Muskan Agarwal will be our host today. Mukul is an SDE at Amazon! He will share his journe …...more
...more








Chapters







View all



















Intro
Intro
0:00




Intro

0:00









Does Tier Of College Matter For Applying in FAANG?
Does Tier Of College Matter For Applying in FAANG?
1:45




Does Tier Of College Matter For Applying in FAANG?

1:45









Impact of College on His Coding Journey
Impact of College on His Coding Journey
4:35




Impact of College on His Coding Journey

4:35









Preparation Strategy For Cracking FAANG
Preparation Strategy For Cracking FAANG
8:50




Preparation Strategy For Cracking FAANG

8:50









Opportunities for Freshers
Opportunities for Freshers
13:20




Opportunities for Freshers

13:20









Importance of DSA For FAANG
Importance of DSA For FAANG
16:05




Importance of DSA For FAANG

16:05









Tech Stacks Aspirants Should Focus On
Tech Stacks Aspirants Should Focus On
19:58




Tech Stacks Aspirants Should Focus On

19:58









How To Stay Motivated and Consistent?
How To Stay Motivated and Consistent?
23:20




How To Stay Motivated and Consistent?

23:20
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram









6:11
    6:11
  






THIS Will Make You RICH! | Make Money Sitting at Home | GeeksforGeeks
by GeeksforGeeks






0:55
    0:55
  






Why Did Sandeep Jain Choose Blogs To Build GeeksforGeeks Ft. @striver_79
by GeeksforGeeks






1:47
    1:47
  






DON'T Repeat These 5 Coding Mistakes! Ft. Prakash Sakari, Mentor - GeeksforGeeks
by GeeksforGeeks






0:59
    0:59
  






There's No Limit To Learning! Ft. Sandeep Jain, Founder of GeeksforGeeks
by GeeksforGeeks










Show less
"
Weekly Interview Series By GeeksforGeeks | Practice Interview Problems,"Jul 19, 2022",57,81K views,https://www.youtube.com//watch?v=1D7HZw9RQ9M,"Participate in Interview Series every Sunday for free and get a chance to win rewards and GeekBits. Participate in contests every Sunday at 7 PM to prepare for coding interview rounds of top tech giants. Appear on monthly leaderboard, practice and level up!  …...more
...more






GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
THIS Will Make You RICH! | Make Money Sitting at Home | GeeksforGeeks,"Jul 12, 2022",227,7.2K views,https://www.youtube.com//watch?v=GgTKUySIzD0,"In today’s video, Our Mentor Prakash Sakari will share 8 easy and effective ways to make money from home!
 …...more
...more








Chapters







View all



















Content Writing
Content Writing
0:00




Content Writing

0:00









Building Chatbots
Building Chatbots
0:40




Building Chatbots

0:40









Web Development
Web Development
1:00




Web Development

1:00









API Bridge
API Bridge
1:50




API Bridge

1:50









Video Editing & Graphic Designing
Video Editing & Graphic Designing
2:30




Video Editing & Graphic Designing

2:30









Curriculum Creator
Curriculum Creator
3:13




Curriculum Creator

3:13









Mentor/Online Teaching
Mentor/Online Teaching
3:50




Mentor/Online Teaching

3:50









Hackathons
Hackathons
4:15




Hackathons

4:15
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram









0:55
    0:55
  






Why Did Sandeep Jain Choose Blogs To Build GeeksforGeeks Ft. @striver_79
by GeeksforGeeks






1:00
    1:00
  






Why Choose Engineering as A Career? Ft. Sandeep Jain, Founder of GeeksforGeeks | @striver_79
by GeeksforGeeks






1:47
    1:47
  






DON'T Repeat These 5 Coding Mistakes! Ft. Prakash Sakari, Mentor - GeeksforGeeks
by GeeksforGeeks










Show less
"
Geek-O-Lympics 2022 | GeeksforGeeks,"Jul 8, 2022",86,3.7K views,https://www.youtube.com//watch?v=G3T57IkE-PY&pp=0gcJCccJAYcqIYzv,"Job-A-thon, 24 hour Doubt Marathon, Geek-Streak, Cheat-Code, Easiest Coding Contest, Amazon Job-A-Thon, Summer Interview Prep, BGMI, and a lot more fun and learning await your summers! 
 …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
How To Land A Consultancy Job Without An MBA?  Ft. Dhairya Gangwani | GeeksforGeeks,"Jul 6, 2022",644,19K views,https://www.youtube.com//watch?v=0bce9CP2uEo,"In today's video, we have Dhairya Gangwani, founder and career coach at Dhairya Decodes.

Dhairya has worked as an SAP Associate Consultant at KPMG in India for 2.7 years primaril …...more
...more








Chapters







View all



















Intro
Intro
0:00




Intro

0:00









Who is Dhairya Gangwani?
Who is Dhairya Gangwani?
1:40




Who is Dhairya Gangwani?

1:40









How To Figure Out One's Strengths?
How To Figure Out One's Strengths?
2:50




How To Figure Out One's Strengths?

2:50









What is Consultancy?
What is Consultancy?
8:00




What is Consultancy?

8:00









Resume for Consultancy Jobs
Resume for Consultancy Jobs
11:15




Resume for Consultancy Jobs

11:15









Largest Consultancy Companies in India
Largest Consultancy Companies in India
15:50




Largest Consultancy Companies in India

15:50









Is MBA Required for Consultancy Job?
Is MBA Required for Consultancy Job?
20:00




Is MBA Required for Consultancy Job?

20:00









Preparation Strategy For Consultancy Jobs
Preparation Strategy For Consultancy Jobs
25:30




Preparation Strategy For Consultancy Jobs

25:30
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
"DON'T Repeat These 5 Coding Mistakes! Ft. Prakash Sakari, Mentor - GeeksforGeeks","Jul 4, 2022",246,6.7K views,https://www.youtube.com//watch?v=EHWtNSP2nWI,"In today's video, our mentor Prakash Sakari will share 5 coding mistakes that students should avoid!
 …...more
...more








Chapters







View all



















Intro
Intro
0:00




Intro

0:00









Not Ideating The Question
Not Ideating The Question
0:05




Not Ideating The Question

0:05









Following Multiple Resources
Following Multiple Resources
0:24




Following Multiple Resources

0:24









Not Mastering a Programming Language
Not Mastering a Programming Language
0:38




Not Mastering a Programming Language

0:38









Picking Too Many Topics at Once
Picking Too Many Topics at Once
0:50




Picking Too Many Topics at Once

0:50









Inconsistency in Coding
Inconsistency in Coding
1:00




Inconsistency in Coding

1:00









How To Be a Better Coder?
How To Be a Better Coder?
1:20




How To Be a Better Coder?

1:20









Outro
Outro
1:40




Outro

1:40
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram









1:00
    1:00
  






Why Consistency In Coding Is The Key To SUCCESS? Ft. Sandeep Jain, Founder of GeeksforGeeks
by GeeksforGeeks






0:59
    0:59
  






There's No Limit To Learning! Ft. Sandeep Jain, Founder of GeeksforGeeks
by GeeksforGeeks






0:59
    0:59
  






DON’T Be Afraid of Taking Bold Decisions in Life Ft. Sandeep Jain, Founder - GeeksforGeeks
by GeeksforGeeks






17:41
    17:41
  






Google Interview Experience 2022 | Google Interview Process | GeeksforGeeks
by GeeksforGeeks










Show less
"
